disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:D006937	Hypercholesterolemia		MESH:D006949	C18.452.584.500.500.396	Cholesterol, Elevated|Cholesterol Level, High|Cholesterol Levels, High|Cholesterols, Elevated|Elevated Cholesterol|Elevated Cholesterols|High Cholesterol Level|High Cholesterol Levels|Hypercholesteremia|Hypercholesteremias|Hypercholesterolemias|Level, High Cholesterol|Levels, High Cholesterol	Metabolic disease
OMIM:615274	CATARACT 15, MULTIPLE TYPES	DO:DOID:0110251	MESH:D002386	C11.510.245/615274	CTRCT15	Eye disease
MESH:C562772	Mason-Type Diabetes	OMIM:606391	MESH:D003924	C18.452.394.750.149/C562772|C19.246.300/C562772	MASON-TYPE DIABETES|Maturity-Onset Diabetes of the Young|MODY	Endocrine system disease|Metabolic disease
MESH:C538253	Amyotrophy, monomelic		MESH:D014897	C10.228.854.468.800/C538253|C10.574.500.812/C538253|C10.574.562.500.750/C538253|C10.668.467.500.750/C538253|C16.320.400.765/C538253	Hirayama disease|Monomelic amyotrophy|Spinal muscular atrophy juvenile nonprogressive|Spinal Muscular Atrophy, Juvenile, Nonprogressive	Genetic disease (inborn)|Nervous system disease
MESH:C565210	Spastic Paraplegia 31, Autosomal Dominant	OMIM:610250	MESH:D015419	C10.500.300.820/C565210|C10.574.500.495.820/C565210|C10.668.829.800.300.820/C565210|C16.131.666.300.820/C565210|C16.320.400.375.820/C565210	SPG31	Congenital abnormality|Genetic disease (inborn)|Nervous system disease
MESH:C537932	Filaminopathy, autosomal dominant	OMIM:609524	MESH:D009136	C05.651.534.500/C537932|C10.668.491.175.500/C537932|C16.320.577/C537932	Filamin C-related myofibrillar myopathy|FILAMINOPATHY, AUTOSOMAL DOMINANT|MFM5|Mfm, Filamin C-Related|Myofibrillar myopathy, filamin C-related|MYOPATHY, MYOFIBRILLAR, 5|Myopathy, Myofibrillar, Filamin C-Related	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
MESH:C538371	Revesz Debuse syndrome	OMIM:268130	MESH:D001851	C05.116.198/C538371|C18.452.104/C538371	DKCA5|DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 5|Exudative retinopathy with bone marrow failure|Revesz Syndrome	Metabolic disease|Musculoskeletal disease
OMIM:142700	DEVELOPMENTAL DYSPLASIA OF THE HIP 1		MESH:D006618	C05.660.449/142700|C16.131.621.449/142700	ACETABULAR DYSPLASIA|CDH|DDH|DDH1|HIP DYSPLASIA, CONGENITAL|HIP DYSPLASIA, DEVELOPMENTAL	Congenital abnormality|Musculoskeletal disease
MESH:C563681	Aicardi-Goutieres Syndrome 4	OMIM:610333	MESH:D009421|MESH:D020274	C10.114/C563681|C10.500/C563681|C16.131.666/C563681|C20.111.258/C563681	AGS4	Congenital abnormality|Immune system disease|Nervous system disease
MESH:C536116	Nicolaides Baraitser syndrome	OMIM:601358	MESH:D005532|MESH:D007039|MESH:D008607|MESH:D019066	C05.330.495/C536116|C05.660.585.512.380/C536116|C10.597.606.643/C536116|C16.131.621.585.512.500/C536116|C17.800.329.937/C536116|C23.550.291.812/C536116|C23.888.592.604.646/C536116|F03.625.539/C536116	NBS|NCBRS|Nicolaides-Baraitser Syndrome|Sparse hair and mental retardation	Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Skin disease
MESH:C537464	Microphthalmia, syndromic 1	OMIM:309800	MESH:D000853|MESH:D008850	C11.250.080/C537464|C11.250.566/C537464|C16.131.384.159/C537464|C16.131.384.666/C537464	Lenz Dysmorphogenic Syndrome|Lenz dysplasia|Lenz microphthalmia syndrome|Lenz Syndrome|MAA, FORMERLY|MCOPS1|Microphthalmia Or Anophthalmos with Associated Anomalies|Microphthalmia or anophthalmos with associated anomalies (formerly)	Congenital abnormality|Eye disease
MESH:D007669	Kidney Calculi		MESH:D014545|MESH:D053040	C12.777.419.600.500|C12.777.967.249.500|C12.777.967.500.503|C13.351.968.419.600.500|C13.351.968.967.249.500|C13.351.968.967.500.503|C23.300.175.850.550	Calculi, Kidney|Calculi, Renal|Calculus, Kidney|Calculus, Renal|Kidney Calculus|Kidney Stone|Kidney Stones|Nephrolith|Renal Calculi|Renal Calculus|Stone, Kidney|Stones, Kidney	Pathology (anatomical condition)|Urogenital disease (female)|Urogenital disease (male)
MESH:C563720	Deafness, Autosomal Recessive 48	OMIM:609439	MESH:D006319	C09.218.458.341.887/C563720|C10.597.751.418.341.887/C563720|C23.888.592.763.393.341.887/C563720	DFNB48	Ear-nose-throat disease|Nervous system disease|Signs and symptoms
MESH:C564100	Metacarpal 4 5 Fusion	OMIM:309630	MESH:D006228	C05.390.408/C564100|C05.660.585.988.425/C564100|C16.131.621.585.988.500/C564100	METACARPAL 4-5 FUSION|MF4	Congenital abnormality|Musculoskeletal disease
OMIM:613339	EPILEPSY, HOT WATER, 1		MESH:D004827	C10.228.140.490/613339	BATHING EPILEPSY|HWE1|WATER IMMERSION EPILEPSY	Nervous system disease
MESH:D002869	Chromosome Aberrations		MESH:D010335	C23.550.210	Aberration, Chromosomal|Aberration, Chromosome|Aberration, Cytogenetic|Aberrations, Chromosomal|Aberrations, Chromosome|Aberrations, Cytogenetic|Abnormalities, Autosome|Abnormalities, Chromosomal|Abnormalities, Chromosome|Abnormalities, Cytogenetic|Abnormality, Autosome|Abnormality, Chromosomal|Abnormality, Chromosome|Abnormality, Cytogenetic|Autosome Abnormalities|Autosome Abnormality|Chromosomal Aberration|Chromosomal Aberrations|Chromosomal Abnormalities|Chromosomal Abnormality|Chromosome Aberration|Chromosome Abnormalities|Chromosome Abnormality|Cytogenetic Aberration|Cytogenetic Aberrations|Cytogenetic Abnormalities|Cytogenetic Abnormality	Pathology (process)
MESH:D009133	Muscular Atrophy	DO:DOID:767	MESH:D001284|MESH:D020879	C10.597.613.612|C23.300.070.500|C23.888.592.608.612	Atrophies, Muscle|Atrophies, Muscular|Atrophies, Neurogenic Muscular|Atrophies, Neurotrophic Muscular|Atrophy, Muscle|Atrophy, Muscular|Atrophy, Neurogenic Muscular|Atrophy, Neurotrophic Muscular|Muscle Atrophies|Muscle Atrophy|Muscular Atrophies|Muscular Atrophies, Neurogenic|Muscular Atrophies, Neurotrophic|Muscular Atrophy, Neurogenic|Muscular Atrophy, Neurotrophic|Neurogenic Muscular Atrophies|Neurogenic Muscular Atrophy|Neurotrophic Muscular Atrophies|Neurotrophic Muscular Atrophy	Nervous system disease|Pathology (anatomical condition)|Signs and symptoms
MESH:D014646	Varicocele	DO:DOID:12337	MESH:D005832|MESH:D014652	C12.294.936|C14.907.903	Varicoceles	Cardiovascular disease|Urogenital disease (male)
MESH:C537758	Renal tubular acidosis, distal, autosomal recessive	OMIM:602722	MESH:D000141	C12.777.419.815.093/C537758|C13.351.968.419.815.093/C537758|C16.320.565.861.093/C537758|C18.452.076.176.210/C537758|C18.452.648.861.093/C537758	Autosomal recessive distal renal tubular acidosis|Renal tubular acidosis, autosomal recessive with preserved hearing|Renal Tubular Acidosis, Autosomal Recessive, With Preserved Hearing|RENAL TUBULAR ACIDOSIS, AUTOSOMAL RECESSIVE, WITH PRESERVED HEARING RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE, WITH LATE-ONSET SENSORINEURAL HEARING LOSS, INCLUDED|RTA, distal, autosomal recessive|RTADR	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
MESH:C564035	Retinitis Pigmentosa, Y-Linked	OMIM:400004	MESH:D012174|MESH:D050174	C11.270.684/C564035|C11.768.585.658.500/C564035|C16.320.290.684/C564035|C16.320.338/C564035	RPY	Eye disease|Genetic disease (inborn)
MESH:C567732	Brugada Syndrome 8	OMIM:613123	MESH:D053840	C14.280.067.322/C567732|C14.280.123.250/C567732|C16.320.100/C567732	BRGDA8	Cardiovascular disease|Genetic disease (inborn)
MESH:C564969	Minicore Myopathy with External Ophthalmoplegia	OMIM:255320	MESH:D009886|MESH:D020914	C05.651.575/C564969|C10.292.562.750/C564969|C10.597.622.447/C564969|C10.668.491.550/C564969|C11.590.472/C564969|C23.888.592.636.447/C564969	Minicore Disease|Minicore Myopathy|Multicore Disease|Multicore Myopathy|Multicore Myopathy With External Ophthalmoplegia|Multiminicore Disease|Multi-Minicore Disease|Multiminicore Disease With External Ophthalmoplegia|Multiminicore Myopathy|MULTIMINICORE MYOPATHY MULTICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA	Eye disease|Musculoskeletal disease|Nervous system disease|Signs and symptoms
MESH:C535974	Complete atrioventricular septal defect		MESH:D006343	C14.240.400.560/C535974|C14.280.400.560/C535974|C16.131.240.400.560/C535974	Common atrioventricular canal|Complete atrioventricular canal	Cardiovascular disease|Congenital abnormality
MESH:D004195	Disease Models, Animal		MESH:D000820	C22.232	Animal Disease Model|Animal Disease Models|Disease Model, Animal	Animal disease
MESH:D052159	Frasier Syndrome	DO:DOID:0050438|OMIM:136680	MESH:D007676|MESH:D030342|MESH:D058490	C12.706.316.096.624|C12.777.419.780.750.500.500|C13.351.875.253.096.624|C13.351.968.419.780.750.500.500|C16.131.939.316.096.624|C16.320.306|C19.391.119.096.624	Syndrome, Frasier	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male)
MESH:D004422	Dystonia Musculorum Deformans	DO:DOID:0050835	MESH:D001480|MESH:D020271|MESH:D020821	C10.228.140.079.357|C10.228.662.300.200|C10.574.500.393|C16.320.400.330	Childhood Torsion Disease|Dystonia Deformans Musculorum|Dystonia Deformans Progressiva|Dystonia, Idiopathic Torsion|Dystonias, Idiopathic Torsion|Dystonias, Torsion|Idiopathic Torsion Dystonia|Idiopathic Torsion Dystonias|Oppenheim Ziehen Disease|Oppenheim-Ziehen Disease|Progressive Torsion Spasm|Spasm, Progressive Torsion|Torsion Disease, Childhood|Torsion Disease of Childhood|Torsion Dystonia|Torsion Dystonia, Idiopathic|Torsion Spasm, Progressive	Genetic disease (inborn)|Nervous system disease
MESH:D001862	Bone Resorption	DO:DOID:0080011	MESH:D001847	C05.116.264	Bone Losses, Osteoclastic|Bone Loss, Osteoclastic|Bone Resorptions|Losses, Osteoclastic Bone|Loss, Osteoclastic Bone|Osteoclastic Bone Loss|Osteoclastic Bone Losses|Resorption, Bone|Resorptions, Bone	Musculoskeletal disease
MESH:C566468	Combined Oxidative Phosphorylation Deficiency 2	OMIM:610498	MESH:D000140|MESH:D019465|MESH:D061085	C05.660.207/C566468|C10.500.034/C566468|C16.131.621.207/C566468|C16.131.666.034/C566468|C18.452.076.176.180/C566468|C23.300.008/C566468	Corpus Callosum, Agenesis Of, With Dysmorphism And Fatal Lactic Acidosis|COXPD2	Congenital abnormality|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (anatomical condition)
MESH:D003384	Coxsackievirus Infections		MESH:D004769	C02.782.687.359.213	Coxsackievirus Infection|Coxsackie Virus Infection|Coxsackie Virus Infections|Infections, Coxsackievirus|Infections, Coxsackie Virus	Viral disease
MESH:C537198	Spinocerebellar ataxia 19	OMIM:607346	MESH:D013132	C10.228.140.252.700/C537198|C10.228.854.787/C537198|C10.574.500.825/C537198|C16.320.400.780/C537198	SCA19|SCA22|SPINOCEREBELLAR ATAXIA 22	Genetic disease (inborn)|Nervous system disease
MESH:C565725	Cataract, Congenital Nuclear, Autosomal Recessive 2	OMIM:609741	MESH:D002386|MESH:D015785	C11.270/C565725|C11.510.245/C565725|C16.320.290/C565725	CATARACT 22, MULTIPLE TYPES|CATARACT, CONGENITAL NUCLEAR, AUTOSOMAL RECESSIVE 2|CATCN2|CTRCT22	Eye disease|Genetic disease (inborn)
MESH:D003025	Clubfoot	DO:DOID:11836|OMIM:119800	MESH:D000070558	C05.330.488.655.063|C05.330.495.681.063|C05.660.585.512.380.813.063|C16.131.621.585.512.500.681.063	CCF|Clubfeet|Clubfeet, Congenital|Clubfoot, Congenital|CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY|Congenital Clubfeet|Congenital Clubfoot|Congenital Talipes Equinovarus|Equinovarus|Pie Torcido|Pie Torcidos|Talipes Equinovarus|Talipes Equinovarus, Congenital	Congenital abnormality|Musculoskeletal disease
MESH:D014138	Tracheoesophageal Fistula		MESH:D004937|MESH:D014133|MESH:D016156	C06.267.250.725|C06.405.117.367.725|C08.702.750|C08.907.863|C23.300.575.185.250.725	Esophagotracheal Fistula|Esophagotracheal Fistulas|Fistula, Esophagotracheal|Fistulas, Esophagotracheal|Fistulas, Tracheoesophageal|Fistula, Tracheoesophageal|Tracheoesophageal Fistulas	Digestive system disease|Pathology (anatomical condition)|Respiratory tract disease
MESH:C537245	Prostatic stromal proliferation of uncertain malignant potential		MESH:D011470	C12.294.565.500/C537245		Urogenital disease (male)
MESH:D016470	Bacteremia	OMIM:614382|OMIM:614383	MESH:D001424|MESH:D018805	C01.252.100|C01.539.757.100|C23.550.470.790.500.100	BACTEREMIA, RESISTANCE TO, INCLUDED|Bacteremias|BACTEREMIA, SUSCEPTIBILITY TO, 1|BACTEREMIA, SUSCEPTIBILITY TO, 2|BACTS1|BACTS2	Bacterial infection or mycosis|Pathology (process)
MESH:C536096	Myoclonic dystonia	OMIM:159900|OMIM:616398	MESH:D020821	C10.228.662.300/C536096	Alcohol-Responsive Dystonia|Dystonia 11|DYSTONIA 11, MYOCLONIC|DYSTONIA 26, MYOCLONIC|Dystonia, Alcohol-Responsive|DYT11|DYT26|Hereditary essential myoclonus|MYOCLONIC DYSTONIA|Myoclonus-Dystonia|Myoclonus-dystonia syndrome|Myoclonus, hereditary essential	Nervous system disease
MESH:D014786	Vision Disorders		MESH:D005128|MESH:D012678	C10.597.751.941|C11.966|C23.888.592.763.941	Blindness, Day|Day Blindness|Disabilities, Vision|Disability, Vision|Disorders, Visual|Disorder, Visual|Hemeralopia|Hemeralopias|Impairments, Visual|Impairment, Visual|Macropsia|Macropsias|Metamorphopsia|Metamorphopsias|Micropsia|Micropsias|Vision Disabilities|Vision Disability|Vision Disorder|Visual Disorder|Visual Disorders|Visual Impairment|Visual Impairments	Eye disease|Nervous system disease|Signs and symptoms
OMIM:613517	MICROPHTHALMIA, ISOLATED 6	DO:DOID:0060835	MESH:D008850	C11.250.566/613517|C16.131.384.666/613517	MCOP6|MICROPHTHALMIA, POSTERIOR NONSYNDROMIC	Congenital abnormality|Eye disease
OMIM:607498	MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 3		MESH:D020325|MESH:D020326	C10.228.140.546.399.750.250/607498|C10.228.140.546.399.750.450/607498	MGR3	Nervous system disease
MESH:C537135	Orofaciodigital syndrome, Shashi type	OMIM:300238	MESH:D038901	C10.597.606.643.455/C537135|C16.320.322.500/C537135|C16.320.400.525/C537135	Mental retardation X-linked Shashi type|Mental Retardation, X-Linked, Shashi Type|Mental retardation X-linked syndromic 11|Mental Retardation, X-Linked, Syndromic 11|MRXS11|Shashi X-linked mental retardation syndrome|SMRXS	Genetic disease (inborn)|Nervous system disease
OMIM:613471	REYNOLDS SYNDROME		MESH:D008105|MESH:D011928|MESH:D012595|MESH:D013684	C06.130.120.135.250.250/613471|C06.552.150.250/613471|C06.552.630.400/613471|C14.907.617.812/613471|C14.907.823/613471|C17.300.799/613471|C17.800.784/613471	PRIMARY BILIARY CIRRHOSIS, SCLERODERMA, RAYNAUD DISEASE, AND TELANGIECTASIA	Cardiovascular disease|Connective tissue disease|Digestive system disease|Skin disease
OMIM:300946	DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS		MESH:D008342|MESH:D029503	C05.116.099.370.231.576/300946|C05.660.207.231.576/300946|C15.378.071.085.080.090/300946|C15.378.071.750.500/300946|C15.378.190.196.080.090/300946|C16.131.621.207.231.576/300946|C16.320.077.090/300946	DBA14	Blood disease|Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease
MESH:C562760	Capillary Malformations, Congenital, 1		MESH:D054079	C14.240.850/C562760|C16.131.240.850/C562760	Capillary Malformations	Cardiovascular disease|Congenital abnormality
MESH:D051270	Headache Disorders, Primary		MESH:D020773	C10.228.140.546.399	Alarm Clock Headache|Alarm Clock Headaches|Benign Cough Headache|Benign Cough Headaches|Benign Exertional Headache|Benign Exertional Headaches|Clock Headache, Alarm|Clock Headaches, Alarm|Cough Headache|Cough Headache, Benign|Cough Headaches, Benign|Disorder, Primary Headache|Disorders, Primary Headache|Exertional Headache, Benign|Exertional Headaches, Benign|Headache, Alarm Clock|Headache, Benign Cough|Headache, Benign Exertional|Headache, Cough|Headache Disorder, Primary|Headache, Hypnic|Headache, Ice-Pick|Headache, Primary Cough|Headache, Primary Exertional|Headache, Primary Stabbing|Headache, Primary Thunderclap|Headaches, Alarm Clock|Headaches, Benign Cough|Headaches, Benign Exertional|Headaches, Ice-Pick|Headache, Stabbing|Headache Syndrome, Hypnic|Headache Syndromes, Hypnic|Headache, Thunderclap|Hypnic Headache|Hypnic Headache Syndrome|Hypnic Headache Syndromes|Ice Pick Headache|Ice-Pick Headache|Ice-Pick Headaches|Primary Cough Headache|Primary Exertional Headache|Primary Headache Disorder|Primary Headache Disorders|Primary Stabbing Headache|Primary Thunderclap Headache|Stabbing Headache|Thunderclap Headache	Nervous system disease
OMIM:614576	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl	DO:DOID:0050571	MESH:D018981	C16.320.565.202.125/614576|C18.452.648.202.125/614576	CDG2L|CDGIIl|CDG IIl	Genetic disease (inborn)|Metabolic disease
MESH:C565247	Thyroid Carcinoma, Nonmedullary 1	OMIM:606240	MESH:D013964	C04.588.322.894/C565247|C04.588.443.915/C565247|C19.344.894/C565247|C19.874.788/C565247	NMTC1, FORMERLY|NMTC3|Nonmedullary Thyroid Carcinoma 1|THYROID CANCER, NONMEDULLARY, 1, FORMERLY|THYROID CANCER, NONMEDULLARY, 3	Cancer|Endocrine system disease
MESH:C563752	Keratoconus 4	OMIM:609271	MESH:D007640	C11.204.627/C563752	KTCN4	Eye disease
MESH:D000562	Amebiasis	DO:DOID:9181	MESH:D011528	C03.752.049	Abscess, Amebic|Abscesses, Amebic|Acanthamoeba Infection|Acanthamoeba Infections|Amebiases|Amebic Abscess|Amebic Abscesses|Ameboma|Amebomas|Amoebiases|Amoebiasis|Balamuthia Infection|Balamuthia Infections|Infection, Acanthamoeba|Infection, Balamuthia|Iodamoebiases|Iodamoebiasis	Parasitic disease
MESH:C548074	Pontocerebellar Hypoplasia Type 6	DO:DOID:0060275|OMIM:611523	MESH:D009849	C10.177.575.550.375/C548074|C10.228.140.079.612.600/C548074|C10.228.140.252.700.650/C548074|C10.228.662.550.600/C548074|C10.228.854.787.750/C548074|C10.574.500.825.650/C548074|C10.574.625.600/C548074|C16.320.400.780.750/C548074	Encephalopathy, Fatal Infantile, With Mitochondrial Respiratory Chain Defects|PCH6|PONTOCEREBELLAR HYPOPLASIA, TYPE 6	Genetic disease (inborn)|Nervous system disease
MESH:C566418	Deafness, Autosomal Recessive 17	OMIM:603010	MESH:D006319	C09.218.458.341.887/C566418|C10.597.751.418.341.887/C566418|C23.888.592.763.393.341.887/C566418	DFNB17	Ear-nose-throat disease|Nervous system disease|Signs and symptoms
MESH:D051346	Mobility Limitation		MESH:D012816	C23.888.550	Ambulation Difficulties|Ambulation Difficulty|Ambulatory Difficulties|Ambulatory Difficulty|Difficulties, Ambulation|Difficulties, Ambulatory|Difficulty Ambulation|Difficulty, Ambulation|Difficulty Walking|Limitation, Mobility|Mobility Limitations|Walking, Difficulty	Signs and symptoms
MESH:D055756	Meningeal Carcinomatosis		MESH:D008577	C04.588.614.250.580.150|C10.551.240.500.150	Carcinomatoses, Leptomeningeal|Carcinomatoses, Meningeal|Carcinomatosis, Leptomeningeal|Carcinomatosis, Meningeal|Carcinomatous Meningitides|Carcinomatous Meningitis|Leptomeningeal Carcinomatoses|Leptomeningeal Carcinomatosis|Meningeal Carcinomatoses|Meningitides, Carcinomatous|Meningitis, Carcinomatous	Cancer|Nervous system disease
MESH:D019871	Dyskeratosis Congenita	DO:DOID:2729|OMIM:305000	MESH:D012868|MESH:D012873|MESH:D040181	C16.131.831.150|C16.320.322.108|C16.320.850.235|C17.800.804.150|C17.800.827.235	CEREBELLAR HYPOPLASIA WITH PANCYTOPENIA, INCLUDED|Congenita, X-Linked Dyskeratosis|DKCX|Dyskeratosis Congenita, X Linked|Dyskeratosis Congenita, X-Linked|GROWTH RETARDATION, PRENATAL, WITH PROGRESSIVE PANCYTOPENIA AND CEREBELLAR HYPOPLASIA, INCLUDED|HHS, INCLUDED|Syndrome, Zinsser-Cole-Engman|X-Linked Dyskeratosis Congenita|X-Linked Dyskeratosis Congenitas|Zinsser Cole Engman Syndrome|Zinsser-Cole-Engman Syndrome|ZINSSER-COLE-ENGMAN SYNDROME HOYERAAL-HREIDARSSON SYNDROME, INCLUDED	Congenital abnormality|Genetic disease (inborn)|Skin disease
MESH:C566703	Lacrimal Puncta, Absence of		MESH:D007766	C11.496/C566703		Eye disease
MESH:D008545	Melanoma	DO:DOID:1909	MESH:D018326|MESH:D018358	C04.557.465.625.650.510|C04.557.580.625.650.510|C04.557.665.510	Malignant Melanoma|Malignant Melanomas|Melanoma, Malignant|Melanomas|Melanomas, Malignant	Cancer
MESH:C538525	Mitochondrial encephalopathy		MESH:D017237	C05.651.460.620/C538525|C10.228.140.163.540/C538525|C10.668.491.500.500/C538525|C18.452.132.540/C538525|C18.452.660.560.620/C538525		Metabolic disease|Musculoskeletal disease|Nervous system disease
MESH:C535743	Congenital disorder of glycosylation type 1E	OMIM:608799	MESH:D018981	C16.320.565.202.125/C535743|C18.452.648.202.125/C535743	CDG1E|CDGIe|CDG Ie|Congenital Disorder of Glycosylation, Type IE	Genetic disease (inborn)|Metabolic disease
MESH:C537418	Opitz trigonocephaly syndrome		MESH:D003398|MESH:D008607	C05.116.099.370.894.232/C537418|C05.660.207.240/C537418|C05.660.906.364/C537418|C10.597.606.643/C537418|C16.131.621.207.240/C537418|C16.131.621.906.364/C537418|C23.888.592.604.646/C537418|F03.625.539/C537418	Trigonocephaly syndrome	Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Signs and symptoms
MESH:D012614	Scurvy	DO:DOID:13724|OMIM:240400	MESH:D001206|MESH:D020141	C14.907.454.800|C15.378.463.515.800|C18.654.521.500.133.115.661	GULO, NONFUNCTIONAL, INCLUDED|GULOP, INCLUDED|Hypoascorbemia|Hypoascorbemias|L-GULONOLACTONE OXIDASE, NONFUNCTIONAL, INCLUDED|Scorbutus|Scurvies|SCURVY|VITAMIN C, INABILITY TO SYNTHESIZE  L-GULONOLACTONE OXIDASE PSEUDOGENE, INCLUDED	Blood disease|Cardiovascular disease|Nutrition disorder
MESH:C535827	Pseudohyperkalemia Cardiff	OMIM:185020	MESH:D006947	C18.452.950.396/C535827	CHC|Cryohydrocytosis|Stomatocytosis, cold-sensitive	Metabolic disease
MESH:D004401	Dysarthria		MESH:D001184	C10.597.606.150.500.800.150.200|C23.888.592.604.150.500.800.150.200	Dysarthoses|Dysarthosis|Dysarthria, Flaccid|Dysarthria, Guttural|Dysarthria, Mixed|Dysarthrias|Dysarthria, Scanning|Dysarthrias, Flaccid|Dysarthrias, Guttural|Dysarthrias, Mixed|Dysarthria, Spastic|Dysarthrias, Scanning|Dysarthrias, Spastic|Flaccid Dysarthria|Flaccid Dysarthrias|Guttural Dysarthria|Guttural Dysarthrias|Mixed Dysarthria|Mixed Dysarthrias|Scanning Dysarthria|Scanning Dysarthrias|Spastic Dysarthria|Spastic Dysarthrias	Nervous system disease|Signs and symptoms
MESH:C535761	Nephrosis, congenital	DO:DOID:2590|OMIM:256300	MESH:D009404	C12.777.419.630.643/C535761|C13.351.968.419.630.643/C535761	CNF|Congenital nephrotic syndrome 1|Congenital nephrotic syndrome, Finnish type|Finnish congenital nephrosis|Nephrosis 1, congenital, Finnish type|NEPHROTIC SYNDROME, CONGENITAL|Nephrotic Syndrome, Early-Onset, Type 3|Nephrotic Syndrome, Idiopathic|Nephrotic Syndrome, Type 1|Nephrotic Syndrome, Type 2|Nephrotic Syndrome, Type 3|NPHS1|Nphs3	Urogenital disease (female)|Urogenital disease (male)
MESH:D009404	Nephrotic Syndrome	DO:DOID:1184	MESH:D009401	C12.777.419.630.643|C13.351.968.419.630.643	Nephrotic Syndromes|Syndrome, Nephrotic|Syndromes, Nephrotic	Urogenital disease (female)|Urogenital disease (male)
MESH:C563999	Retinitis Pigmentosa 12	OMIM:600105	MESH:D012174	C11.270.684/C563999|C11.768.585.658.500/C563999|C16.320.290.684/C563999	RETINITIS PIGMENTOSA WITH OR WITHOUT PARAARTERIOLAR PRESERVATION OF RETINAL PIGMENT EPITHELIUM|RP12|RP WITH OR WITHOUT PPRPE|RP WITH OR WITHOUT PRESERVED PARAARTERIOLE RETINAL PIGMENT EPITHELIUM	Eye disease|Genetic disease (inborn)
MESH:D018226	Fibroadenoma	DO:DOID:1618	MESH:D018225	C04.557.450.565.590.595.350|C04.557.470.625.350	Fibroadenomas	Cancer
MESH:D007871	Leg Ulcer		MESH:D012883	C17.800.893.592	Leg Ulcers|Ulcer, Leg|Ulcers, Leg	Skin disease
MESH:C566993	Ataxia, Spastic, 1, Autosomal Dominant	OMIM:108600	MESH:D002524|MESH:D015419	C10.228.140.252.190/C566993|C10.500.300.820/C566993|C10.574.500.495.820/C566993|C10.597.350.090.500/C566993|C10.668.829.800.300.820/C566993|C16.131.666.300.820/C566993|C16.320.400.375.820/C566993|C23.888.592.350.090.200/C566993	SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT|SPAX1	Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:C563807	Spastic Paraplegia 27, Autosomal Recessive	OMIM:609041	MESH:D015419	C10.500.300.820/C563807|C10.574.500.495.820/C563807|C10.668.829.800.300.820/C563807|C16.131.666.300.820/C563807|C16.320.400.375.820/C563807	SPG27	Congenital abnormality|Genetic disease (inborn)|Nervous system disease
OMIM:613581	RETINITIS PIGMENTOSA 56	DO:DOID:0110371	MESH:D012174	C11.270.684/613581|C11.768.585.658.500/613581|C16.320.290.684/613581	RP56	Eye disease|Genetic disease (inborn)
MESH:C535474	Corneal dystrophy Avellino type	DO:DOID:0060444|OMIM:607541	MESH:D003317	C11.204.236/C535474|C11.270.162/C535474|C16.320.290.162/C535474	ACD|Avellino corneal dystrophy|CDA|CGD2|Combined granular-lattice corneal dystrophies|Combined Granular-Lattice Corneal Dystrophy|Corneal Dystrophy, Avellino Type|Granular and lattice corneal dystrophies|Granular corneal dystrophy type 2|Granular Corneal Dystrophy, Type II|Granular-lattice (Avellino) corneal dystrophy	Eye disease|Genetic disease (inborn)
MESH:C562903	Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa	OMIM:243060	MESH:D007248	C12.294.365.700/C562903	Infertility Associated with Multi-Tailed Spermatozoa and Excessive DNA|INFERTILITY ASSOCIATED WITH MULTITAILED SPERMATOZOA AND EXCESSIVE DNA|MALE INFERTILITY WITH LARGE-HEADED, MULTIFLAGELLAR, POLYPLOID SPERMATOZOA|SPERMATOGENIC FAILURE 5|SPGF5	Urogenital disease (male)
